Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
BitClave,https://www.crunchbase.com/organization/bitclave,11-50,"Blockchain, Cryptocurrency, FinTech, Information Technology, Internet, Search Engine",Initial Coin Offering,"Management, Operations",,,Private,,,,"Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,BitClave is a decentralized search ecosystem built on the blockchain to help match sellers with buyer needs.,2016-01-01,year,Active,,,For Profit,https://www.bitclave.com,https://twitter.com/bitclave,https://www.facebook.com/BitClave/,https://www.linkedin.com/company-beta/6399312/,marketing@bitclave.com,(408) 813-0987,,20,"BitClave builds a distributed blockchain-based smart contracts ecosystem for connecting consumers and businesses. Leveraging BitClave’s blockchain-based solutions, businesses can efficiently gain customers and their loyalty. End users can efficiently receive competitive offers and get rewarded for sharing their personal data.  BitClave’s solutions can benefit a variety of business segments and buyers, especially high value transactions that require data privacy, security, and authenticity.",,,
Bitcoin Foundation,https://www.crunchbase.com/organization/bitcoin-foundation,11-50,"Bitcoin, Cryptocurrency, Internet",,Operations,,,Private,,,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",,Less than $1M,"Bitcoin Foundation is an American lobbying group focused on standardizing, protecting, and promoting bitcoins.",2012-01-01,year,Active,,,For Profit,https://bitcoinfoundation.org/,http://twitter.com/btcfoundation,http://www.facebook.com/BitcoinFoundation,http://www.linkedin.com/company/bitcoin-foundation,press@bitcoinfoundation.org,,,590,"Bitcoin Foundation is an American lobbying group focused on standardizing, protecting, and promoting bitcoins.    The group’s core functions are standardizing, making this non-political money more respected and trusted; protecting, utilizing cryptography to maintain, improve, and legally protect the integrity of the protocol; and promoting and allowing the community to speak through a single source so it will enable bitcoins to improve its reputation. The Bitcoin Foundation organizes annual events and conferences, and maintains a daily blog.   Bitcoin Foundation was formed in September 2012 and is based in Washington, D.C., United States.",,,
Bitcoin IRA,https://www.crunchbase.com/organization/bitcoin-ira,51-100,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Personal Finance, Retirement",,"Engineering, Finance, Management, Marketing, Operations, Pro Services, Sales, Support",,,Private,,,,"Sherman Oaks, California, United States","Greater Los Angeles Area, West Coast, Western US",,$1M to $10M,The world's largest cryptocurrency IRA platform that allows customers to purchase Bitcoin and other crypto for their retirement accounts,2015-03-01,month,Active,,,For Profit,https://bitcoinira.com,https://twitter.com/Bitcoin_IRA,https://www.facebook.com/BitcoinIRA/,https://www.linkedin.com/company/bitcoinira,mike@bitcoinira.com,(877) 936-7175,,45,"BitcoinIRA.com is the world's largest and most secure cryptocurrency IRA platform that allows customers to purchase Bitcoins and other cryptocurrencies for their retirement accounts 24 hours a day, 7 days a week. The company offers full-service and self-service options which include setting up a qualified cryptocurrency account, rolling over funds from an existing IRA custodian, executing a live trade on a leading exchange and then moving funds into an industry-leading multi-signature digital wallet. Since 2017, BitcoinIRA.com has processed over $300 million in investments, gained more than 3,000 customers, and received more than 600 customer reviews. The company has been featured extensively in the media, with coverage in Forbes magazine, CNBC, and The Wall Street Journal, among other publications. BitcoinIRA.com is a fintech service provider and as such is not a financial adviser, cryptocurrency, exchange, custodian, wallet provider, initial coin offering (ICO), or money transmitter. BitcoinIRA.com is privately funded and based in Los Angeles.",,,
Bitcoin Latinum,https://www.crunchbase.com/organization/bitcoin-latinum,11-50,"Bitcoin, Cryptocurrency, Financial Services, Payments",,,,,Private,,,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,Bitcoin Latinum is a provider of digital transaction services.,2020-01-01,year,Active,,,For Profit,https://www.bitcoinlatinum.com,https://twitter.com/bitcoinlatinum,https://www.facebook.com/bitcoinlatinum,https://www.linkedin.com/company/bitcoinlatinum/,info@bitcoinlatinum.com,,,2,Bitcoin Latinum offers insured asset-backed cryptocurrency.  They offer revolutionizing digital transactions and cross-border payments.,,,
Bitcoin Magazine,https://www.crunchbase.com/organization/bitcoin-magazine,11-50,"Bitcoin, News, Publishing",,"Management, Marketing, Operations, Product, Sales",,,Private,,,,"Nashville, Tennessee, United States",Southern US,,$1M to $10M,"Bitcoin Magazine is an online platform that provides its users with information, news, and commentaries about Bitcoin and crypto-currencies.",2011-01-01,year,Active,2015-01-21,day,For Profit,https://bitcoinmagazine.com,https://twitter.com/BitcoinMagazine,https://www.facebook.com/BitcoinMagazine,https://www.linkedin.com/company/bitcoin-magazine/,contact@btcmedia.org,(256)539-6100,,464,"Bitcoin Magazine is an online platform that provides its users with information, news, and commentaries about Bitcoin and cryptocurrencies. It provides its news, information, and insights by covering current events in business, technology, politics, law, and society with a wide variety of viewpoints and opinions from authors and guests.",,2015-01-21,day
Bitcoin Mining,https://www.crunchbase.com/organization/bitcoin-mining,251-500,"Bitcoin, Cryptocurrency, Financial Services, Service Industry",,"Engineering, Finance, Information Technology, Management, Marketing, Sales",,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,,Bitcoin Mining is a Cryptocurrency Platform.,2013-01-01,year,Active,,,For Profit,https://btcminingco.com/,,,https://www.linkedin.com/company/btcminingco/,support@btcminingco.com,,,18,"Their services include financing, real estate, ASIC miners, power, setup, and miner insurance. They support the cryptocurrency movement and advance blockchain technology. Hire a blockchain expert. Deploy a token, code a coin. Mint an NFT. Build a cryptocurrency mining facility.",,,
Bitcoin Oil,https://www.crunchbase.com/organization/bitcoin-oil,11-50,Bitcoin,,"Management, Operations",,,Private,,,,"Brenham, Texas, United States",Southern US,,,Bitcoin Oil is a new cryptocurrency based on the original Bitcoin blockchain technology.,2018-01-01,year,Active,,,For Profit,https://bitcoinoil.com/,https://twitter.com/BitCoinOilLLC,https://www.facebook.com/Bitcoin-Oil-1146993918810029/,https://www.linkedin.com/company/bitcoinoil/,info@bitcoinoil.com,(713) 252-6600,,,Bitcoin Oil (BTCO) is a new cryptocurrency based on the original Bitcoin blockchain technology which will be launched in 2019. The implementation of BTCO hard fork will create the most technologically advanced version of Bitcoin.,,,
Bitcoiva,https://www.crunchbase.com/organization/bitcoiva,51-100,"Cryptocurrency, Financial Services, Trading Platform",,,,,Private,,,,"Cheyenne, Wyoming, United States",Western US,,$1M to $10M,"Bitcoiva is a crypto-trading platform that provides cryptocurrency exchange, buys, sells, and trade services.",2020-06-01,month,Active,,,For Profit,https://www.bitcoiva.com,https://twitter.com/bitcoiva,https://www.facebook.com/Bitcoiva.com.2021,https://www.linkedin.com/company/bitcoiva-exchange,support@bitcoiva.com,91-9443888663,,,,,,
Biteris,https://www.crunchbase.com/organization/biteris,11-50,"Consumer Lending, Cryptocurrency, Finance, Lending",Seed,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,"Biteris is a multi-national company providing payment processing solutions, cross border investment opportunities and business funding.",2019-05-01,day,Active,,,For Profit,https://biteris.com,http://www.twitter.com/biteris_,,https://www.linkedin.com/in/biteris/,info@biteris.com,,,2,"As the world economy becomes more volatile, Biteris creates ways to circumvent poverty. Essentially, our digital tokens can be used by anyone anywhere around the world to invest, reinvest or receive funding for a project or business idea. Ultimately our crypto-tokens are converted from fiat currency into an investment tool that anyone in the world can have access to. Biteris not only funds businesses and real estate projects, but also grants funding for education and social projects that create sustainability for the general public can be offered.",,,
Bitfada,https://www.crunchbase.com/organization/bitfada-technology-inc,101-250,"Bitcoin, Blockchain, Financial Exchanges",,,,,Private,,,,"Torrance, California, United States","Greater Los Angeles Area, West Coast, Western US",,,Bitfada is a global cryptocurrency trading platform where you can safely trade with millions of users around the world.,2021-05-18,day,Active,,,For Profit,https://bitfada.com,https://twitter.com/bitfada,https://faceboo.com/bitfada,https://linkden.com/bitfada,support@bitfada.com,+12667394064,,,"Bitfada is a global cryptocurrency trading platform where you can safely trade with millions of users around the world. At Bitfada we allow users to create advertisements, choose their payment method and exchange rate.",,,
Bitfo,https://www.crunchbase.com/organization/bitfo,11-50,"Bitcoin, Cryptocurrency, Finance",Seed,"Finance, Human Resources",,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,,Bitfo is a cryptocurrency media company that works with some of the largest cryptocurrency companies.,2021-01-01,year,Active,,,For Profit,https://www.bitfo.com/,https://twitter.com/bitfocrypto,,https://www.linkedin.com/company/bitfo/,,831-234-9591,,,"Bitfo is a cryptocurrency media company that works with some of the largest cryptocurrency companies. Bitfo has a fully remote workforce spread across the United States and around the world. The company was established in 2021 and has its main operation in Dallas, Texas, United States.",,,
BitGo,https://www.crunchbase.com/organization/bitgo,101-250,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Virtual Currency",Venture - Series Unknown,"Engineering, Finance, Information Technology, Legal, Management, Marketing, Medical & Science, Operations, Product, Sales, Support",,,Private,,,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,"BitGo is an institutional digital asset financial services company that provides clients with security, custody, and liquidity solutions.",2013-01-01,year,Active,,,For Profit,http://www.bitgo.com,https://twitter.com/BitGo,https://www.facebook.com/bitgoinc,https://www.linkedin.com/company/bitgo-inc,support@bitgo.com,+972 1-700-700-354,,340,"BitGo is an institutional digital asset financial services company that provides clients with security, custody, and liquidity solutions. BitGo supports over 200 coins and tokens, and has over $2 billion in assets in its wallet. The company's customer base includes cryptocurrency exchanges and spans more than 50 countries. In 2018, the company introduced BitGo Custody and launched BitGo Trust Company, a qualified custodian purpose-built for storing digital assets. Ben Davenport, Michael Belshe, and Will O'Brien founded BitGo in 2013 in Palo Alto, California.",Yes,,
